,Account Management,Billing & Payments,Complaints,"Discounts, Offers, Promotions",Disputes,Fees and charges,Fraud,"Modifications, Cancellation and Refunds",Ordering Process,Product or Service Details,Product or Service Quality issues,Purchase Pricing Enquiry,Scheduling Appointments,Shipping  & Order Status,Warranty & Repairs,Website Issue
Purchase Pricing Enquiry,-0.608335321675,-0.852743090554,-1.02731736924,-1.23180452331,-0.644941640738,-1.34720652848,-1.0057999648,-1.38106785933,-1.021926707,-1.40038642706,-0.90759226737,0.107348176398,-1.36897233516,-1.46612876958,-1.63833094446,-1.06168101949
Disputes,-1.64386004564,-0.892020116481,-1.05787126427,-1.47334392757,0.335515941743,-0.586489745594,-1.0687794889,-2.00810122528,-1.10809154142,-1.13976272869,-0.922681354757,-1.39275140873,-1.33668331265,-1.22407521966,-1.33954902205,-1.17000470833
Account Management,0.764454475057,-1.19842563704,-1.08959737846,-1.27721731566,-1.05345797211,-1.6382419319,-1.04219467421,-0.994436845731,-0.969888967378,-1.20744161934,-1.27602109892,-1.76678431852,-0.84027491981,-0.819406491696,-1.43087709545,-1.13216973536
"Modifications, Cancellation and Refunds",-0.742017685064,-0.814449085021,-0.835181377549,-1.21946720011,-1.2916987476,-0.84464454471,-1.03473151033,-0.200882162776,-1.0938180195,-1.20322810629,-1.57357334183,-1.8052566512,-1.11467883676,-1.48592752636,-1.33873513975,-1.23622183917
"Modifications, Cancellation and Refunds",-1.93814703609,-1.9585494037,-1.51403845815,-1.80250890443,-1.52131018387,-1.65767317633,-1.44169046091,0.0704790615419,-1.49998340819,-1.8379507696,-0.630940275317,-1.23191718285,-0.982842467752,-1.80344120844,-1.63153889273,-1.35263449018
Account Management,0.290262019445,-0.842511420955,-1.07391442069,-1.42468681021,-0.773589459772,-1.71491571938,-1.11873532683,-1.47065937934,-1.17924174329,-1.37668574457,-1.28516128025,-0.780628532489,-1.40821696945,-1.31736517854,-1.39540202077,-1.18717772217
"Discounts, Offers, Promotions",-1.93963321123,-2.55867912556,-1.11448896542,1.02277793509,-1.6500670605,-1.87009994391,-1.11786260258,-1.83027805491,-0.997110385406,-1.20900357262,-1.41222517989,-1.59809943938,-1.53621729745,-1.43634907766,-0.739803179212,-1.23481070426
Disputes,-1.03644545912,-1.49846558197,-1.07150541487,-1.72020349321,0.154843378309,-0.566430397395,-0.797941677837,-1.13854148,-1.09891163804,-1.19695256485,-1.38028572558,-1.582988694,-1.40724004154,-1.43945862256,-1.19134505838,-1.16442269632
Account Management,-0.053302916703,-1.5283540662,-1.35559150207,-1.55030988282,-1.98882626981,-1.00713366149,-1.22657974497,-0.861738442341,-1.25673555283,-1.14580561717,-1.08947367101,-1.21947649569,-1.26796510989,-1.67464617402,-0.600912945205,-1.45593229395
Scheduling Appointments,-3.55695102354,-0.713429419051,-0.83324273999,-1.47438126447,-0.774684626642,-1.92006134928,-1.29536926766,-0.220420774487,-1.23789489802,-1.51254128212,-2.42882191783,-0.50183570574,0.120379575299,-1.68455681576,-1.30711059109,-1.30375061789
"Discounts, Offers, Promotions",-1.17808350033,-0.867391029291,-1.36175035674,0.402859533264,-1.42895000383,-1.11562162816,-1.16522331698,-1.6357436371,-1.26065364302,-1.6631183604,-1.72666424773,-2.00079834226,-1.86342127346,-1.50191278805,-0.929906578628,-1.40423663618
Billing & Payments,-1.29120620985,0.392416354972,-1.44635157328,-1.49882609072,-1.190050941,-1.3767844687,-1.30316140621,-1.40279182984,-1.32710290567,-1.44490668847,-1.57648905463,-1.96167804093,-1.30996984968,-2.16945994026,-1.46844028611,-1.33430881756
Warranty & Repairs,-0.985125002254,-0.56237556103,-1.20821196727,-1.34356531503,-1.10899581068,-1.34722087658,-1.07983984752,-1.31634963068,-1.05233657096,-1.57882831483,-1.25544813556,-2.05810340313,-1.74441127575,-2.15367972252,0.656702420873,-1.06819694644
Purchase Pricing Enquiry,-2.34394888546,-1.19099900365,-1.23082924429,-1.27125956247,-0.961002571913,-1.55080845387,-1.21625495616,-1.58115187759,-1.42976881187,-1.07313173016,-1.50190811323,1.63870574391,-1.46551311762,-1.51433554393,-1.44682683601,-1.24491066248
Product or Service Quality issues,-2.39545969966,-1.6606429817,-1.01871654153,-1.0092958115,-1.24078561727,-1.82286123403,-1.0392341935,-1.86537756277,-1.18326526555,-1.63292948126,0.373209219444,-0.337399379597,-0.996558912093,-1.42217015726,-0.9120609056,-1.29893179133
Product or Service Quality issues,-1.26669898396,-1.17261123295,-1.03901325014,-1.28021843659,-1.38456090572,-1.42738177888,-1.00614170838,-1.65662264849,-1.16154931226,-0.974784637094,0.0363626045628,-0.950560970097,-0.603480604814,-1.44294321167,-1.21350008318,-1.3216395887
Billing & Payments,-2.96361225166,1.20962083936,-0.983082580534,-1.00088675141,-1.02226360864,-2.05429912572,-1.27372456587,-0.986619259791,-1.31067874739,-1.43384394945,-2.20376638221,-1.12225286634,-1.10680260607,-1.54668371351,-1.6152520299,-1.33070350707
Disputes,-1.03795376426,-1.23845636654,-1.05483201163,-0.912796827774,-0.290261542959,-1.08689964833,-1.01318092474,-0.48928123226,-1.04586006981,-0.956171183369,-0.748419548803,-1.15203590815,-1.34713263105,-1.1887599997,-1.2548614939,-1.06262208628
Account Management,0.0950656908642,-1.7703867244,-0.851075348223,-0.84805784846,-0.444914492764,-1.39662667127,-0.921187705394,-1.17859976574,-1.1232305907,-1.04018996771,-1.44759858723,-0.929177963633,-1.07615909463,-1.32690833479,-1.64562561253,-1.27883483718
Purchase Pricing Enquiry,-0.706340997882,-0.730842494158,-1.03202107494,-1.52673487434,-1.23167969349,-1.01097079007,-1.00715862272,-1.24593866058,-0.94662433471,-1.20211061874,-1.67540694097,1.22821649618,-1.56790153793,-1.00309621425,-1.53084882039,-1.04082156676
Website Issue,-1.40797178983,-1.15396177194,-1.18359011465,-1.04303538969,-1.29019805085,-1.45940775128,-1.23050884457,-1.18149518061,-1.0263259071,-1.29280679178,-0.729876229732,-1.47324930998,-1.38020029723,-0.124922123725,-1.22050588333,-0.0726580840355
Billing & Payments,-1.111076932,0.520668970159,-1.31459480509,-1.67141707389,-1.15140813731,-1.92613947294,-1.15578196464,-1.08876201855,-1.15895916356,-1.36620152639,-0.875360716042,-1.92374045025,-1.21362041665,-1.10194172292,-0.935580714891,-1.03455022791
Fees and charges,-0.98874831513,-1.13813882749,-1.19607719006,-1.61683657823,-1.62448441114,0.77371920335,-0.880591828684,-1.70388961038,-1.24675229522,-1.22076239676,-1.38358011202,-1.44770503073,-1.37111702359,-1.57805570469,-1.46484812778,-1.39318663947
Purchase Pricing Enquiry,-1.81174788939,-1.83923013845,-1.23466521015,-1.17894910592,-1.80236900701,-1.44753260553,-1.2333492244,-2.02334565991,-1.30882337347,-1.68493260813,0.251844055571,0.542043178761,-0.708925431491,-1.65060282822,-1.90670709912,-1.43759820428
Billing & Payments,-2.75395397623,0.919952166318,-1.38611962897,-1.51620939799,-1.25039076136,-0.81579719384,-1.37940757846,-1.66963644718,-1.34935552511,-1.78791069793,-1.96970573514,-1.41632146235,-1.86051725975,-1.56449556719,-1.63213473682,-1.61365336165
"Discounts, Offers, Promotions",-0.654265268026,-1.35416622507,-1.1433458101,0.42361466567,-1.72424696016,-1.53461370038,-1.03344206005,-1.00765689908,-1.32992445104,-1.3303761677,-0.89651858959,-1.51885849419,-0.8600509038,-1.71181121258,-1.7092204036,-1.20691846597
Disputes,-2.03625657683,-1.92266446185,-1.07125021452,-1.64377399988,1.18222951351,-1.21287271442,-1.00607013156,-1.39011634131,-1.11471551624,-1.47105228535,-1.52185954488,-1.08920399745,-1.18075123359,-1.46827755731,-1.064994722,-1.09860705876
Billing & Payments,-2.02590227827,0.299504495089,-1.24664762905,-1.35506904619,-1.6992729351,-1.29478464747,-1.20585745193,-2.83239477096,-1.10344407448,-1.26562442995,-1.9417855922,-0.0733822532843,-1.65111732894,-1.80882544346,-1.44734468683,-1.13824314804
Shipping  & Order Status,-1.60060865339,-1.81878542191,-1.0338794108,-1.03083799847,-1.23771578916,-1.5850691134,-1.05626316182,-1.26411835375,-0.632180564351,-0.963933803393,-1.34088616616,-1.39882657315,-1.32821018815,0.459431674931,-1.18785219633,-0.617570006726
Shipping  & Order Status,-0.999416719412,-1.59318535697,-1.1914357255,-1.32241356252,-1.38243200631,-1.1286140108,-1.22139545106,-1.02930991438,-0.827006811721,-1.38778599123,-1.03254230842,-1.23137265362,-1.11540681791,0.0215919395629,-1.18684079932,-0.752849377765
Billing & Payments,-2.3977636582,0.645543810916,-1.33165783026,-1.56853963873,-0.32023533573,-1.67629339548,-1.03115685857,-0.878164193105,-1.31892257728,-1.21243604761,-1.76111138422,-1.94562052776,-1.61839541966,-1.21022016067,-1.21689680174,-1.43232813499
Product or Service Quality issues,-1.6139183857,-1.27128122177,-0.749382507133,-1.68429340285,-1.40536482735,-1.17229555446,-1.03386761514,-0.667613457551,-1.08142900486,-1.1290618338,-0.28141117506,-0.413150362185,-1.15214943628,-1.55123220989,-1.03420896676,-1.12183876302
Purchase Pricing Enquiry,-0.720914428988,-0.771196827932,-0.706550763201,-0.84578191704,-1.81511369524,-0.852016652265,-1.04812294798,-1.54391232058,-1.18454397365,-0.89040202492,-1.37120125448,-0.138367713769,-0.916277441795,-1.68021800259,-1.03263300597,-1.08690950014
Product or Service Quality issues,-2.16266198258,-1.99603719211,-1.42996436245,-1.72439423191,-1.16362362497,-1.31261261267,-1.21341292726,-1.48769621789,-1.30067170641,-1.50465873352,0.58354856995,-0.152362441829,-1.01363113195,-1.56234610761,-1.12125031203,-1.31255692556
Billing & Payments,-1.22728562266,0.235269440792,-1.32478273715,-1.34140297302,-0.57602202274,-1.98759719243,-1.38875878884,-1.97151820623,-1.17547843578,-1.67660487832,-1.66914890658,-1.82253336728,-1.69460883521,-1.22745253485,-1.25712699507,-1.49374138467
"Discounts, Offers, Promotions",-1.22818530703,-1.59343513509,-1.19704092619,2.32937939,-1.07292007364,-1.86349982127,-1.24325935947,-1.44037721757,-1.11527786177,-1.29168965762,-1.72682462873,-2.03902560135,-1.68871326282,-1.97182515163,-1.10585924604,-1.22846771459
Product or Service Details,-0.905887511534,-0.743955472832,-1.14182428643,-1.26025123948,-1.54897218523,-1.35614260265,-1.26228489306,-0.997701646837,-1.14255690466,-0.0114248721639,-0.997563838703,-0.927669048837,-0.892317187244,-0.778253813363,-1.32724051189,-1.28908969243
"Modifications, Cancellation and Refunds",-2.18085936455,-1.62954382722,-0.806812017103,-1.65932092664,-1.68592744007,-1.88562434023,-1.04485435079,1.21780174939,-1.0263921157,-1.01343213622,-1.32320555183,-0.958587398389,-1.28562081827,-1.20024091621,-1.56429943503,-0.92824181095
Product or Service Quality issues,-1.39891336826,-1.64435088474,-1.11920867468,-1.23058322248,-1.57763744548,-1.0920921224,-1.05321034136,-1.379426173,-1.05156344851,-1.19945981079,0.632019462562,-1.3092215135,-0.874028123726,-1.13529146021,-1.28609324929,-1.11623441156
"Modifications, Cancellation and Refunds",-0.267709531239,-2.77501311025,-1.41730823343,-1.18139638853,-1.40022328062,0.202671353691,-1.3744842441,0.442713460816,-1.33114267695,-1.47579444922,-1.44789186935,-1.72832975698,-1.55914677768,-1.20234487937,-1.49334238202,-1.31558684596
"Discounts, Offers, Promotions",-1.61666536349,-1.09723056362,-1.05562478608,0.218865931802,-1.29070481872,-0.619568844456,-1.0155189995,-1.9667996283,-1.03419396799,-0.276666519941,-1.32818927873,-0.807440999807,-1.54923714006,-1.55466845367,-1.18275031264,-1.28840734477
Billing & Payments,-1.98887505079,1.10624146591,-1.25615237914,-1.45183345186,-1.27153316616,-1.53165095711,-1.18782426983,-1.9527177764,-1.13191248732,-1.33487731056,-1.67748526402,-1.62571955999,-1.2234326562,-1.25747588745,-1.06753320658,-1.33255449683
Product or Service Quality issues,-1.70398309893,-1.6329247035,-1.41292905749,-1.59918875321,-1.24558327378,-1.27341921683,-1.18101047502,-1.06558448613,-1.28769226338,-1.06862192413,0.209451498752,-0.846553937528,-0.976957029567,-1.34589637862,-1.54095020852,-1.43870508488
Fees and charges,-1.59703476318,-1.79830384238,-0.974322772316,-1.37096489903,-0.375225329205,0.213489161799,-0.967295678131,-1.56103021933,-1.04611267901,-1.29750718138,-1.15170617199,-1.05547303533,-1.1625620276,-1.34902398547,-1.69316207383,-1.07185002146
"Discounts, Offers, Promotions",-1.9098501865,-1.9639188891,-1.17669197404,1.3036191186,-1.02618530241,-1.053004482,-1.11900470401,-2.20938272783,-1.12967958992,-1.47742351726,-1.28020972798,-1.24878253168,-1.37019196103,-1.8046187706,-0.265841704917,-1.31689263372
Product or Service Details,-1.48047159409,-1.05949124266,-1.08725998022,-0.578029924698,-0.646719682693,-1.5232920021,-1.01811502671,-1.12521049935,-1.06831731473,0.173800035247,-1.2736111779,-1.24138159163,-1.09113345678,-0.820634998868,-1.10599431128,-0.916232524061
Purchase Pricing Enquiry,-1.77426212997,-1.48099262669,-0.982913940099,-1.84311381743,-1.29750294243,-1.52876723818,-0.93268668697,-1.65884887001,-0.898322273472,-0.902223935437,-0.566434089869,0.41355055681,-0.97099032782,-1.53396309907,-1.4566602083,-1.2332337994
Website Issue,-1.49256047254,-1.4340842155,-1.03713328603,-0.299039477178,-1.21937704639,-1.44750671302,-1.04703906833,-0.72484853307,-0.658242766915,-1.25711617002,-1.28225083297,-1.27497976391,-1.14955027468,-1.10546737323,-1.18735437461,0.111187804482
Account Management,0.348474590411,-0.605088404599,-1.25799225623,-1.15968290441,-0.998346941172,-1.29243791905,-1.00102136976,-0.319580644195,-1.14819994688,-1.30683010829,-1.44714579694,-1.14916164887,-1.34945137026,-2.1450212842,-1.34348008401,-1.45317506249
Purchase Pricing Enquiry,-0.746478343633,0.0504430861061,-1.31180253823,-1.18009976771,-1.145484581,-1.52847436338,-1.25562489535,-1.97335204674,-1.20862830955,-1.62728466051,-1.7603153358,0.194861825215,-1.83480515343,-1.14450438491,-1.68860931362,-1.18772163319
Account Management,-0.254609933756,-0.261966078297,-1.14646033463,-1.26569376919,-1.08681715604,-0.843397130766,-0.958421060368,-1.23728511608,-1.1599500711,-1.40493509658,-1.59589009828,-1.48018637269,-1.06375010461,-1.4237502308,-0.990041705614,-1.22790775069
Billing & Payments,-0.435845282539,-0.368537325184,-1.28866554109,-1.28695036951,-1.51933203303,-0.618172890519,-1.2031926631,-0.429153597032,-1.37995340023,-1.78407639379,-1.89697300342,-2.10459284235,-1.35819108025,-1.50686788391,-1.07120327799,-1.32139261803
Purchase Pricing Enquiry,-0.384860096972,-0.9333847689,-1.1930560733,-1.29609019402,-1.19270494353,-1.49135722519,-1.11759076599,-0.958923881939,-1.14571326782,-1.46618347002,-0.829515133078,0.19682698511,-1.74459915123,-1.1594159617,-1.65800447115,-1.34223660895
Billing & Payments,-0.565685056619,0.406442688188,-1.17183424005,-1.18999684373,-1.28708065801,-1.70507973908,-1.30706019566,-1.36282799803,-1.22742826686,-1.52637268352,-1.60929301924,-1.69170359798,-1.20014483672,-1.82133246119,-1.38824256445,-1.29241868112
Shipping  & Order Status,-1.39668035657,-1.23049523662,-1.07706109802,-0.772581531635,-1.15050731395,-1.05227450168,-1.09327679465,-1.04798567046,-1.04791006966,-0.430888184683,-1.36465783998,-1.59737961752,-1.33096338422,0.182381859085,-1.40357331183,-0.597008251927
Shipping  & Order Status,-0.85713648366,-1.05518480925,-0.986269185029,-0.943125727221,-1.03964673653,-1.50998571329,-0.993052585216,-1.30117563156,-0.760053341152,-0.607243353905,-1.17745001744,-0.809355538154,-1.08071538284,-0.577606851451,-0.991845515797,-0.636827703697
"Modifications, Cancellation and Refunds",-1.86324341276,-1.80556234715,-1.15793982524,-0.768377639228,-1.733914027,-1.41489477941,-1.24135048714,0.508374451992,-1.00142110443,-1.90172678624,-1.17499226781,-1.58785632327,-1.56949678649,-0.126160637515,-1.11214149266,-0.925385170348
Account Management,-0.227915520832,-0.4839423115,-1.11948120913,-1.48373094791,-1.09764045597,-1.21908625431,-0.986319036457,-0.974925590423,-1.05215864945,-0.864315508225,-1.17225037088,-0.681924465113,-0.943977795841,-1.38656686113,-1.03649373213,-1.09568074296
Product or Service Quality issues,-0.720125940469,-1.64103076453,-1.23478356342,-1.33714013632,-1.63983413558,-0.50448847761,-1.08886150896,-1.34801591406,-1.18634775576,-1.2430367774,-0.276252992695,-1.35940149772,-0.705809305619,-1.19121451656,-1.67213258272,-1.10236900511
Billing & Payments,-1.38307277182,-0.641301690975,-1.14430596691,-0.869204815863,-0.770850645532,-1.15303058265,-1.05235868013,-0.916172819855,-1.17038206815,-0.727917759014,-0.98680036765,-1.15728968752,-1.00483107546,-0.643137388233,-1.46490152896,-1.07450678064
Billing & Payments,-2.15340097292,0.995392193729,-1.17960260648,-1.06513998764,-1.03740338806,-1.40654900624,-1.19572244895,-1.41503377411,-1.1644602074,-1.54286427905,-1.65074568209,-1.66264884549,-1.83559382152,-2.02278164472,-1.74576516353,-1.16061145332
"Discounts, Offers, Promotions",-2.44936897399,-1.96799819339,-0.99974291293,1.17054559289,-1.62336934744,-1.61882395275,-0.998906558547,-1.78224543307,-0.996072206131,-1.07542486816,-1.29413300381,-1.38424051842,-1.24160199832,-1.34259164859,-0.909275547522,-1.20533056036
Billing & Payments,-1.32328349927,0.757195081829,-1.27406441373,-1.44678812197,-1.24276786311,-1.3258060277,-1.18253954393,-1.34526814469,-1.29720049248,-1.51077667136,-2.02156979644,-2.38899081531,-1.40547106289,-1.61060565773,-1.46143423,-1.39560241772
Website Issue,-0.606501165355,-0.97294231604,-0.891117398166,-1.32708451516,-1.16229722822,-1.05020571708,-1.0464958976,-0.923532253659,-0.656106122732,-0.709288734548,-0.875684546021,-1.74438691058,-1.50591344391,-0.358184548529,-1.34852141233,-0.178147248261
"Modifications, Cancellation and Refunds",-1.08774943567,-1.47811857786,-1.11703500619,-0.542772019907,-1.56541521206,-1.10696726083,-1.05582038808,-0.391444908156,-0.834063353754,-0.951296019554,-1.01041899247,-1.18730720074,-0.925618819429,-0.776691741082,-0.864883762744,-0.998129214923
Disputes,-1.50784513573,-0.502269034441,-1.49103352122,-1.92189750722,-0.315610832301,-0.832011229839,-1.44132271088,-0.658777485676,-1.44550500462,-1.5642430757,-1.90937376368,-1.97340431713,-1.74927854614,-1.75962977474,-1.12015138487,-1.32867505726
Account Management,-0.565862021529,-0.824108767833,-1.11479463153,-1.02270184129,-1.14473665113,-1.24666362891,-1.12442361528,-0.788612258208,-1.21599625575,-0.708719800925,-1.48097623414,-0.587839895857,-1.74099180395,-1.02489050284,-0.899128000431,-1.07677454164
Warranty & Repairs,-1.64617757668,-0.774804063425,-1.12765909363,-1.28111200421,-1.68004619954,-1.77695218608,-1.14818729483,-1.82805648517,-1.16703153744,-0.893551898448,-1.75791317689,-0.872284369607,-1.19637515662,-1.18262716061,0.662733761612,-1.23399379288
Shipping  & Order Status,-1.15020874259,-1.2788775362,-1.08074597573,-1.065728933,-0.966752010028,-1.3062594699,-1.06711801781,-0.902523634783,-1.14894604224,-1.20253315431,-1.17000398401,-1.03948579726,-1.28908175465,1.10145665839,-1.0372523311,-1.10973675098
Purchase Pricing Enquiry,-1.1092054333,-1.49829191927,-1.09038406321,-1.46785774318,-1.57479730019,-1.27143213333,-0.936289010559,-2.93521045183,-0.957965325852,-0.953751700777,-1.33973283396,1.69130651835,-1.25447727448,-1.3460586327,-1.05320892353,-0.999669058256
"Modifications, Cancellation and Refunds",-2.22564622672,-0.817951813995,-1.00410427564,-1.66148247227,-1.84609236165,-1.76235135178,-0.989873786384,0.787733318734,-0.992806873146,-1.11315599473,-1.63034794955,-1.6040604362,-1.32533021752,-1.37654033979,-1.25507769512,-1.00891354189
Shipping  & Order Status,-1.26855455495,-0.791639102734,-1.13662039462,-1.066554169,-1.53964079045,-1.33136621189,-1.25781101652,-0.888233419144,-0.700198552005,-1.26571723962,-0.82837514694,-1.25419441936,-1.86104319885,-0.240336659565,-1.02420632334,-0.903905209574
Billing & Payments,-0.360292958655,-0.301546515376,-1.07570054797,-0.965249070494,-0.88661464733,-0.92410866999,-0.867067443837,-1.91913408813,-0.987938703129,-1.40129194439,-1.49782778673,-1.31820781494,-1.41952997838,-1.10337169616,-1.14750220882,-0.996997608466
Billing & Payments,-1.74704347013,0.151211699487,-1.29663453658,-1.94818349787,-0.611750468233,-1.42901528165,-1.13965210234,-0.552866191565,-0.973730001735,-1.43171939065,-1.53823202881,-1.70709805762,-2.10388070011,-1.71251420266,-1.43256005257,-1.21952915808
Purchase Pricing Enquiry,-0.809113084453,-1.46597439716,-0.982472437975,-1.33375949829,-1.29255125518,-1.50588866711,-0.946208238629,-1.77504109935,-0.962508441826,-1.14163007577,-0.755053067065,0.439233355806,-1.31118477675,-1.36270613293,-1.37307349405,-0.91116634843
Disputes,-1.39107535869,-1.78264869435,-1.17912791391,-1.16792683498,0.00624964113463,-0.400932975136,-1.12847976487,-0.53575367085,-1.12082862097,-1.33200634139,-1.52925043819,-1.78565973128,-1.50730666156,-1.38500039322,-1.33016168548,-1.27144736781
"Discounts, Offers, Promotions",-1.70097124187,-1.5088551414,-1.1212228093,1.01802613952,-1.45859626827,-0.777655391426,-1.1555271824,-1.68454356048,-1.25667199349,-1.50366951143,-1.30778892655,-1.62823684185,-1.19593480251,-1.72545849105,-0.988133435428,-1.30857078673
"Discounts, Offers, Promotions",-1.36641470552,-1.44507041271,-1.09693453232,0.932966564403,-1.49492832379,-1.19686094388,-1.04565236939,-1.2948040343,-1.1980828327,-1.56552920561,-1.15684870656,-1.45027886964,-1.75382240791,-1.29406482357,-1.48015963806,-1.46901563171
Billing & Payments,-2.53749769977,-0.116024034916,-1.23587114198,-1.18250891009,-0.54219089964,-1.13873275876,-0.851830700115,-1.37049308233,-1.16002271364,-1.04225406866,-1.20849407312,-1.21065881247,-1.13456378529,-1.58128508353,-1.30877630566,-1.18815115398
Fees and charges,-1.14833829669,-1.70371236525,-1.06550581206,-1.59610895291,-0.201706039477,0.0483502501661,-1.02295332817,-1.1295600153,-1.06697720271,-1.22983719738,-1.52068116028,-1.13241668344,-1.25879026339,-1.34186439878,-1.44795999172,-1.1715632841
Billing & Payments,-1.20842269498,0.0397517172079,-1.10059704432,-1.31185418595,-1.12384551304,-1.56078549152,-1.0608194243,-1.2951318376,-1.20504630441,-0.941160843836,-1.57294738458,-1.58700538688,-1.28545851516,-1.64268482195,-0.426486469644,-1.37344293079
Billing & Payments,-2.23786173172,1.47698773644,-1.1919454479,-1.75029499359,-1.09784903476,-1.68075475612,-1.23990730827,-1.63282780572,-1.17675688792,-1.6093786408,-1.2954332198,-2.02863801127,-1.47774531229,-1.9467156423,-1.2883570053,-1.06776030041
Product or Service Quality issues,-1.37769648406,-0.605007096477,-1.06578955708,-1.40807601499,-0.989406478269,-0.832090220039,-0.962799862384,-1.63528820225,-1.09858435842,-0.820066616667,0.72698163053,-1.39270592332,-1.600958162,-1.37832204173,-1.07975687481,-1.1692519051
Product or Service Quality issues,-1.76793773504,-1.78905323249,-1.10591679094,-1.51110737765,-1.08992099967,-1.43617807452,-1.06627827604,-1.19898853044,-1.24529908683,-1.05371989455,-0.430387511187,-0.679748634726,-0.515803893037,-0.980327400105,-1.25751989912,-1.36472833769
"Discounts, Offers, Promotions",-2.42515464669,-1.93378835808,-1.19472871414,1.67902793932,-1.1321214296,-2.04163347807,-1.237547829,-1.34389365255,-1.0716393409,-1.30149961595,-1.66722585941,-1.21332045229,-1.44799176151,-1.5208041768,-0.789895632478,-1.30955643555
Fees and charges,-0.382217686903,-0.726285569919,-1.1007675462,-0.81720790236,-1.39747917989,-0.254797897535,-0.930924353703,-1.52095781479,-1.00734303837,-1.60009334945,-1.87229562376,-1.15095178967,-1.26078031868,-1.2930846927,-1.3626310919,-1.31833308224
Scheduling Appointments,-1.85810889645,-1.69344979262,-1.33027708383,-1.48397041757,-1.32289778668,-1.47599727461,-1.07666849267,-1.51453430883,-1.11305098791,-1.32070373342,-0.511597098932,-1.48495058129,1.03350565698,-1.4292456777,-1.25944178509,-1.20176667159
Fees and charges,-1.01720230951,-1.46724139683,-1.18513771113,-1.60154704601,-1.11718069441,0.550259892602,-1.07210854388,-0.66001827865,-1.18523673222,-1.3773583148,-1.58957922654,-1.63787914668,-1.19801681185,-1.56421479577,-1.61493104667,-1.31406908958
Product or Service Quality issues,-0.985225881175,-1.10306367671,-1.19059722101,-1.20579881092,-1.71800282306,-1.1703564815,-1.13644922884,-1.47076044412,-1.28079447464,-1.1422341263,-0.14524704455,-0.632626982308,-1.4448862939,-1.13110102838,-1.44973864033,-1.23884776262
Billing & Payments,-1.67152241995,-0.221898894742,-0.933265724937,-1.3356652342,-0.704347318024,-1.17371258413,-0.960393061919,-1.76349720085,-1.05972885862,-1.12311460524,-1.21761157882,-1.43558464043,-1.30031967192,-1.30554388082,-0.34427864584,-0.996263261403
"Discounts, Offers, Promotions",-0.682113597811,-1.79190715716,-1.11972043385,0.231673383093,-2.05286784181,-1.48118825967,-1.18573059101,-1.50026589667,-1.08528535963,-1.00804498089,-1.32902487556,-1.41813907689,-1.76342114371,-1.18498691807,-0.92964335304,-1.27520338744
Billing & Payments,-1.47644093908,1.08297884872,-0.975352212741,-1.31940525856,-1.09510599183,-2.32935830726,-0.943906410725,-1.72341857498,-0.992637110569,-1.32010929718,-2.07989419933,-1.96861131175,-1.35257894846,-1.35612575913,-0.835299311365,-1.07181227757
"Discounts, Offers, Promotions",-1.18674289113,-1.47937587397,-1.21718611357,0.576860386181,-1.38822153472,-1.43912879423,-1.16344334214,-0.929087749535,-1.22592883581,-1.44020980288,-1.70591485234,-1.70110925713,-1.48911575208,-1.3325059832,-0.971262816508,-1.32485456142
Product or Service Quality issues,-2.5561879591,-1.23149846742,-1.2459100344,-1.49206973838,-1.41493648821,-1.34475760961,-1.29731113583,-1.51227583132,-1.37899847979,-1.77016915578,0.219857554368,-0.297485941675,-1.64854073446,-1.53457729127,-1.93698689094,-1.47205903011
Product or Service Details,-1.08641202422,-1.11836221339,-1.02735376215,-1.05544572701,-1.05575388859,-1.60924850199,-1.09357698625,-1.3071274387,-1.07706531356,0.552114637285,-1.44481915482,-1.07273690161,-1.18533510678,-0.327887330849,-1.04154361911,-1.02560988627
Purchase Pricing Enquiry,-1.40568641297,-0.461312902379,-0.944028110871,-1.04521177099,-1.27684977281,-1.34234401315,-1.11112499262,-1.44247431064,-1.10109395208,-1.36082594206,-1.49408606199,0.0254470412683,-1.57269390324,-0.887900780015,-1.5135137868,-1.02887394094
Disputes,-0.830208072144,-0.726381152806,-1.01343550975,-1.02280916128,-0.465570499766,-1.3733185562,-0.836242721711,-1.55363889492,-0.844142603569,-1.24189276693,-1.07345535167,-1.334938536,-0.983989346535,-0.78737206465,-1.1571718505,-0.690805806748
"Discounts, Offers, Promotions",-2.57115733291,-1.59098775566,-1.20778852538,-0.000157485283549,-1.30975557084,-1.54196653696,-1.14425020298,-1.83601193452,-1.15551577439,-1.45313701407,-1.26114707337,-0.984836369618,-0.513111688239,-1.47033152071,-1.3608443536,-1.33764088596
Account Management,-0.0262603780545,-0.887557311063,-1.18122914498,-1.09815886838,-1.08987496047,-1.02522148054,-0.946127174324,-0.979429139778,-1.21635455377,-0.85501925183,-1.85232341277,-1.43883454769,-1.55487790204,-0.8825133524,-1.29154884632,-0.942188821867
Fees and charges,-1.12724353573,-1.63394999967,-1.10130578536,-1.55813742651,-1.46078110381,1.04429880143,-1.12656777861,-0.985852282139,-1.07020563047,-1.09446094599,-1.37532115218,-1.46324272157,-1.17100503571,-1.25260198242,-1.59409970438,-1.11022540566
