XTest,sessionId,y__true,y_pred,y_prob_max
i need to update my address on file it has the wrong apartment,INT-va1appin09-1437746341544-65421,Account Management,Account Management,1.0044529952
how can i change my login,INT-va1appin09-1438017961875-78658,Account Management,Account Management,1.09268596822
already a customer but wish to go onto the landlord essential plus package as i dont really need plumbing and drainage etc,INT-sv1appin08-1453105997343-223510,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.342007440638
i mistankenly changed all my accounts to my new address all the ones that my brother gordian takes care of can you change that for me or tell me how to do it,INT-va1appin07-1437739372065-64888,Account Management,Account Management,1.16717145907
i had a chat with you last week and u said you will refund the excess emount you have taken from my account on 060116 pound11729 on 15th jan but it is not yet appeared in my account,INT-sv1appin05-1453129761522-225291,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.583314977212
 evonmy name is michelle lync need to put into effect my payment protection and see what i need to do to make my account current i got laid off from my job,ID668939467,Warranty & Repairs,Warranty & Repairs,0.439413013041
 im looking for landlords boiler ins,INT-sv1appin08-1453125410299-224792,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.346336684291
i have arranged fro a smart meter to be fitted by british gas can you tell me what happens if after installation i want to change to a different service provider,INT-sv1appin08-1452960802498-211016,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.26215905022
am shopping for a new bolier,INT-sv1appin08-1452955773010-210489,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.650175529725
 - i would like to pay a recurring payment to my credit card with an account from shools first credit union,ID1150956944,Billing & Payments,Billing & Payments,1.23894886755
 preston what is your fee for advisory services my name is chris,ID1144326070,Fees and charges,Fees and charges,0.327947290217
could you tell me when my account stopped getting rewards,INT-sv1appin10-1438260066966-96391,Account Management,"Discounts, Offers, Promotions",0.698260329257
yeah i just wanted to no can i use a argos gift card online,INT-va1appin06-1437900622892-72549,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.528706464708
i paid the balance so i dont know why i still have one  christopher boyd,ID618022697,Disputes,Billing & Payments,0.60880105356
how do i access my rewards,INT-sv1appin10-1438112613942-85725,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.788688589133
 i need to make a payment  when i click schedule a bill payment i get a message saying i have no accounts that can do ts,INT-sv1appin09-1436635414590-56889,Billing & Payments,Billing & Payments,1.232111199
 there i cant create password,INT-sv1appin06-1452702850533-187978,Account Management,Account Management,1.54158574517
 my mortgage payment is set up to be directly taken out checking acct but  it did not  go through payment sis about 4300  please advise thx,ID1183733285,Billing & Payments,Billing & Payments,1.32460872621
 trying to log on to see my bill told my account is locked,INT-sv1appin06-1452186228920-133879,Account Management,Account Management,1.38478122285
on 0915 there was payment made to bright house reference 11690 for 6293 however brighthouse has no recollection of ts payment also  when i view the payee brighthouse it shows no payments made ts year but when i view my account it clearly shows a debit of 6293 made to brighthouse on 915 i am confused,ID1202563211,Billing & Payments,Billing & Payments,1.73987841804
" linda i would like to cancel order xxxx-xxxx-0578 ""yes today but part of the order was cancelled by target because of a pricing error if i cant have it all then i dont want any of the items"" even though it hasnt spped i ready that my card wont be charged until it sps read not ready ""so i guess i wait until it is delivered then return it thanks""",INT-va1appin10-1445027785126-17438,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.19915806124
 mu boiler is set to on and starts up for few minutes then turns itself off then repeats the process could i please get someone to look at it,INT-sv1appin06-1453143387727-227196,Product or Service Quality issues,Product or Service Quality issues,0.342941781251
 _end_ im tnking about a service plan for my rented  _end_ have been looking at landlord pro and home care 300,INT-sv1appin06-1452251825249-141857,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.73820696209
 i am trying to dispute a transaction ,INT-va1appin06-1437077320159-16866,Disputes,Disputes,1.48306231882
i want to change my att uverse bill from checking payment to dirct pay,ID1184431013,Billing & Payments,Billing & Payments,0.505926425098
 im ok thank you im trying to set up mobile deposit and it says i need an email address i have one on file and dont understand why its not working i went online on my computer as suggested,ID1146206087,Billing & Payments,Account Management,0.222821713221
looking for some advice regarding my central heating before i call out an engineer,INT-sv1appin05-1452528402505-166295,Product or Service Quality issues,Scheduling Appointments,0.224797161517
i am a single mam with two cldren wch of these two fridge freezers are the best i need a cold fridge bought a hoover one at currys had it four days and it doesnt keep anytng cold the height isnt a problem i just want the fridge that will be the coldest,INT-va1appin08-1438679966846-89449,Product or Service Details,Product or Service Details,0.448877161935
i received a late fee charge even though i paid it on the correct date  i didnt know it mattered that it was past pm on the east coast  can ts be removed  i did pay on time,ID598400885,Disputes,Disputes,0.74625083383
i processed an amex charge of 2500 on late wednesday and its not appearing in my business acoount,INT-va1appin10-1437911956820-72873,Fees and charges,Disputes,0.810145672892
 am waiting to be connected  regarding a refund,INT-sv1appin06-1452946551043-209850,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",3.02807795817
one of my payees were on auto pay and is now not can you tell me what happened or do i need to call in,ID1204343196,Billing & Payments,Billing & Payments,0.629361155584
ts is regarding boiler service,INT-sv1appin09-1453128245808-225112,Product or Service Quality issues,Product or Service Quality issues,0.418008379913
a week ago i changed the recurring payment amount of one of my payees from 350 to 1450 for 712014 now i want to change it back to 450 as it was before unfortunately i am unable to do it again can you help me to do that,ID1149153210,Billing & Payments,Billing & Payments,0.517791984956
im trying to log into my online citibank account wch i have not been able to access because of an outdated banking card wch i got in the mail several months ago wch a citibank employee had requested when i went to the dc citibank  im trying to re-register but it is not accepting the information that i am inputting new bank card  pin id method last 4 of ss  please help,ID1206558486,Account Management,Account Management,1.34356395388
we had a new boiler fitted ts summer our homecare no is 910001610054 i am trying to set up an account so that i can collect  nectar points please advise how to do ts _end_ my full name is mrs diana bess dob 1971935 nectar card no 9826300066583515025 _end_ i dont tnk so - but thanks for setting up the ability to collect nectar pooints for me,INT-sv1appin08-1452699518413-187428,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",2.3239933002
i had a charge that is not completely right,ID1207799305,Fees and charges,Fees and charges,0.513658305957
how do i set up my account to pay on line sign up for on line statements and change my address,ID1150735319,Billing & Payments,Account Management,0.699548409263
if i were to transfer an ira account would that waive the fees,ID1206280222,Fees and charges,Fees and charges,0.335872456788
 i want to dispute a transaction that is pending it is for 20400  when i tried to make that transaction it said the transaction was not completed and i did not get any money and then i got6400,INT-va1appin09-1437345784830-31850,Disputes,Disputes,1.00478223882
 i would like a rufund of pound100 if possible please as my account is in credit ref is 850043731762,INT-sv1appin06-1451908514335-103256,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.742220284775
 my name is ang i would like to redeem the reward mileage i current have for travel,ID661897900,Warranty & Repairs,"Discounts, Offers, Promotions",1.66014104472
i need to change service appt for wteoak how lane cr5 3ll form thur 21st of jan noon till 6pm to the next day if possible,INT-sv1appin07-1453205193904-233318,Product or Service Quality issues,Account Management,0.501158419691
i need to have my savings accoutn reopened i dont know why it is closed in the first place,ID1150345932,Account Management,Account Management,0.491079389551
 _end_ anyone here to help _end_ i was interested in getting landlord boiler cover just needed some ,INT-sv1appin05-1453212903073-234041,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.0505388982
i am not able to look at my account or to make payment,INT-va1appin05-1437849887743-70830,Billing & Payments,Billing & Payments,1.0098849353
so i click on the pay and individual link and it takes me to a form please help me out with the fields here payee name is the person i am making the payment to correct  account number with payee - thats my account number yes ,ID1147648310,Billing & Payments,Billing & Payments,0.632523787467
 my name is christine i have a account with british gas i also have a necter card and should have been receivng points for the last year should i have registered my card can it be  _end_ do you require any details _end_ i dont mean registar with nectar i mean yourselves in order to receive ,INT-sv1appin10-1451485578678-81029,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.972832931638
i have no servies for phone and i cannot get into my account are you there,ID1016551427,Product or Service Quality issues,Product or Service Quality issues,0.222701283708
michael daire here i want to close my account xxxxxxxx are you able to assist with that,INT-sv1appin05-1438105036366-84825,Account Management,Account Management,0.654416616908
when i login i do not see my personal account ending in 4146,INT-sv1appin06-1438563538122-111528,Account Management,Account Management,1.0635764098
good morning paul  im fine thank you  i have a custom credit line on wch the payments are automatic each month  i would like to change the date of the month that the automatic payment is made from whatever it is now to the last day of the month,ID1192145674,Billing & Payments,Billing & Payments,1.08085265038
doorbell works fine and phone is also working,ID1021415743,Product or Service Quality issues,Product or Service Quality issues,1.2858431875
okay can you tell me what is the total balance as of the 15th of ts month because i have a payment there but i want to make sure it is the full balance,ID665448296,Billing & Payments,Billing & Payments,0.867487467706
i cant pay my bill due to the bill being in my girlfriends name and not in mine,INT-sv1appin10-1451394883100-73854,Billing & Payments,Billing & Payments,1.36706155641
just a quick question on my account its just got my name as the account holder is that correct,INT-sv1appin08-1453135159043-226019,Account Management,Account Management,0.588378507995
i currently have a reoccuring payment every month for 250 going to peoples bank  however the account was changed on me so i need to stop ts one and set up a new one with the correct new accunt number  i cant seem to alter the existing one to just change the account number and i dont remember the peoples bank address to set up a new reoccuring payment  can you hep me,ID1142991630,Billing & Payments,Account Management,0.518441731129
ts is lonna - i am trying to see my rewards can you help me,INT-sv1appin05-1438356535904-102780,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.22619465212
my question is i got married and changed my name how can i change it with capital oneim now sarah ems,ID660312229,Account Management,Account Management,0.587129374842
 brad can i schedule a payment for a later date to be withdrawn from my bnk accountsorry ts is laurin shad,ID669898878,Billing & Payments,Billing & Payments,0.674218430693
i need to redeem my reward miles,INT-va1appin06-1437750207026-65777,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",2.35474699101
i currently have a prepayment meter in a flat i have just occupied and want to change to pre payment,INT-sv1appin09-1453212988600-234048,Billing & Payments,Billing & Payments,0.27981043634
ok i have sa fidelity visa and a bank of america visa i paid bofa 68167 on 106 and i paid fidelity 57637 yesterday today my checking record show that both payments went to bofa but the payee listing on the make a payment screen shows that t went to the correct payees can you please let me know if the payments went to the correct payees or if t both went to bofa,ID1206956657,Billing & Payments,Billing & Payments,1.1533789929
 i cant log in to my account  my customer id number is 0851004864456 but i just keep getting a message saying there is an error with my id number,INT-sv1appin05-1452705021300-188318,Account Management,Account Management,1.05377017051
jane upton 15 hollam crescent fareham hants  po14 3dt - i would like to book for either a saturday morning or the morning of thursday 18 february please,INT-sv1appin06-1453034887729-216545,Scheduling Appointments,Fees and charges,0.259523557483
i was trying to before the message said it is set up correct and finished previously cam water is fine,ID1183940307,Billing & Payments,Account Management,0.662543517902
can you run for me annual boiler service if im not bg customer,INT-sv1appin06-1452004621258-112260,Product or Service Quality issues,Product or Service Quality issues,0.521269372845
i need to close my account,ID1205564405,Account Management,Account Management,0.650633672417
i disputed a charge recently but received response that i need to contact chat,INT-va1appin10-1437507286732-45529,Fees and charges,Disputes,0.335515941743
am good please i have changed my address through usps online but i was surprised to see another tng on my letter,INT-va1appin07-1437166443643-23621,Account Management,Account Management,0.764454475057
i cannot log into my account to check if its time for a meter reading,INT-sv1appin06-1452706701647-188589,Account Management,Account Management,0.290262019445
twice i only see it once whta criteria have i fulfilled is it due to rewards points,ID1189064370,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.02277793509
my name is danielle i was wondering if i get points for transfering a balance to ts credit card,ID663998043,Warranty & Repairs,"Discounts, Offers, Promotions",0.402859533264
 i received my monthly statement from american honda financial services and i discovered that my car payment of 18961 was charged twice at citibank i am wondering why citibank did not catch that red flag and instead let me balance go to a negative value i am also curious as to whyafter spending 3+ hours on live chat sessions or on the phone the past 2 weeks none of the staff called out that my account was charged twice for my car monthly payment,ID1206266349,Fees and charges,Billing & Payments,0.392416354972
chantay can you get an additional card with an image do that cancel your current card,ID642255495,Warranty & Repairs,Warranty & Repairs,0.656702420873
if i have the meters upgraded does it mean the readings are sent directly to you and that i dont need to read my meter again _end_  kirsty will you upgrade both meters at the same time _end_ chris wright do you have a rough idea how long ts will take,INT-sv1appin06-1450794262050-40606,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.63870574391
in choose your boiler option were is the option to put combination boiler,INT-sv1appin10-1451491294057-81716,Purchase Pricing Enquiry,Product or Service Quality issues,0.373209219444
 i am trying to pay my bill but your online site will not accept my details _end_ mrs natalie reeves jackson _end_ 71 upll road south,INT-sv1appin07-1453208359479-233571,Billing & Payments,Billing & Payments,1.20962083936
we would like to get a meter moved to outside wall can you advise me of who to contact and approx costs please,INT-va1appin06-1452778587928-1620,Scheduling Appointments,Purchase Pricing Enquiry,1.22821649618
bruce cole yes i would like to know what you can do to help me with my credit cards i am unable to make the payments,ID670527570,Billing & Payments,Billing & Payments,0.520668970159
 ruby  i was looking at my account online and on 331 i have a 50 monthly service charge  i normally do not get one of those  can you tell me why i received that charge,ID1098421853,Fees and charges,Fees and charges,0.77371920335
we are possibly looking at boiler  heating annual servicing we have a vaillant ecotec does services include updates for boiler if required we have been told that vaillant boilers do require upgrades sometimes ,INT-sv1appin07-1451391378565-73723,Product or Service Quality issues,Purchase Pricing Enquiry,0.542043178761
nisa i am about to make a payment to my landlord  what is the fee for ts payment ts is an online bill pay ,ID1149077637,Billing & Payments,Billing & Payments,0.919952166318
 ashley i had a chat online with you on jan 5th as my homecare renewal letter did not include the discount for being a bg customer we left it that you would forward it onto your manager to get sorted for me but ive heard notng since,INT-sv1appin05-1453216074397-234494,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.42361466567
  michael i want to alert you to two pending charges and dispute them,INT-va1appin09-1437060913406-15104,Disputes,Disputes,1.18222951351
but i wondered if could talk to someone about switcng from pre-payment to monthly meters,INT-sv1appin09-1452688867037-186213,Billing & Payments,Billing & Payments,0.299504495089
can we have delivery tonight as we are out shopping presently,INT-va1appin08-1437394971016-34740,Shipping  & Order Status,Shipping  & Order Status,0.459431674931
i just deleted a biller walmartdiscover i am hoping ts will delete the payment transaction i just made in error,INT-va1appin09-1437678342743-60182,Billing & Payments,Billing & Payments,0.645543810916
good morning we have the home care plan ref 910006215520 we dont seem to have had a routine boiler service in 2015 can you check in any event we would like a boiler service can you fix ts trevor williams,INT-sv1appin07-1453105349632-223468,Product or Service Quality issues,Product or Service Quality issues,0.58354856995
i am attempting to make a payment and it is not allowing it online ts is what happend to me last month and i never got through now it says i have missed a payment that my next minimum is over  100 and it wont allow me to log on and make a paymebt,ID1190328347,Billing & Payments,Billing & Payments,0.235269440792
 want to purchase item i have a voucher code but cannot see where to put ts to get discount,INT-sv1appin06-1438097529523-83909,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",2.32937939
 praneeta  my complaint is regarding the length of time it is taking to refund pound1400 wch is the amount due to me at the completion of my house in 25 nmovember 2015  have had various e-mails promising a cheque the last one said it would be here by today  postman been no cheque ac 8500 01 86 25 32  had refund on electricity almost immediatley   help please,INT-va1appin05-1452781262581-1814,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.21780174939
our heating and hot water arent working,INT-sv1appin08-1452959049648-210821,Product or Service Quality issues,Product or Service Quality issues,0.632019462562
ok ts is the first time ive ever heard of ts the resolution will be quite simple - either i am refunded the 20 as well as the 2 fee next to it or i would like to close the account effective immediately ive been a loyal customer for over 10 years so charging me 20 to simply maintain a checking account is ridiculous and ill-advised,ID1096552256,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.442713460816
do i get the 15 percentage off ts bed,INT-sv1appin09-1438111801598-85627,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.218865931802
so i just wondered whether i need to make a payment oday,INT-sv1appin07-1452522694222-165339,Billing & Payments,Billing & Payments,1.10624146591
yes but i would also like to understand what the exclusions are if any and also if ts includes an annul boiler service,INT-sv1appin08-1453215437598-234395,Product or Service Quality issues,Product or Service Quality issues,0.209451498752
i received 2 nsfod charges on 724 and i am wondering how i can get those waived,INT-va1appin05-1437762868053-66879,Fees and charges,Fees and charges,0.213489161799
i was hoping to use my 21+ points to redeem toward a couple of air ticketsbut i see that the amount needed is 35 to go toward just one ticket at in the past i was able to use the points i had and simply have them applied to my purchase,ID664753458,Warranty & Repairs,"Discounts, Offers, Promotions",1.3036191186
i am pl i wanted to find out if you still fit the baxi ecogen boiler,INT-va1appin07-1452774607297-1113,Product or Service Quality issues,Purchase Pricing Enquiry,0.41355055681
"i am canceling my checking account and i called the other day to do it and the guy helping me ""canceled"" it in about 2 minutes i dont tnk he was really understanding me so i wanted to make sure that my account has been canceled",ID1208428488,Account Management,Account Management,0.348474590411
 im trying to make a payment to my ciibank visa via the web and the last 4 digits of the card number are wrong yesterday i noticed the link wasnt there at all,ID1206951051,Billing & Payments,Billing & Payments,0.406442688188
" i called you today and cancelled my order but i did not receive the cancellation email can you check the order status for me please yes i have 4 orders ""xxxx-xxxx-1393xxxx-xxxx-1370xxxx-xxxx-1319xxxx-xxxx-1172"" xxxxxxx sure thank you so much",INT-va1appin05-1445050955899-41256,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.508374451992
i have received a payment in my bank from you but i am not sure why and it doesnt show on my latest bill,INT-sv1appin08-1452935916566-209372,"Modifications, Cancellation and Refunds",Billing & Payments,0.995392193729
when is the last day i can redeem rewards,INT-va1appin10-1437678370513-60181,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.17054559289
we have just had notification of an increase in our monthly payment from pound55 to pound155  ts despite our account showing a credit of pound70 plus,INT-sv1appin05-1452948126793-209918,Billing & Payments,Billing & Payments,0.757195081829
i need to know if i am available for payment protection  natalie richmond,ID618048332,Warranty & Repairs,Warranty & Repairs,0.662733761612
 yes it says delivery witn 38 days but i didnt want to wait that long could you tell me when it would actually be delivered please,INT-va1appin06-1437411434601-36590,Shipping  & Order Status,Shipping  & Order Status,1.10145665839
just wondered if you could give me a bit of information about smart meters,INT-sv1appin10-1452710225924-189127,Purchase Pricing Enquiry,Purchase Pricing Enquiry,1.69130651835
can i get a credit refund immediately please,INT-va1appin10-1452775046333-1447,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",0.787733318734
 im an landlord and am trying to get a bolier serviced in one of my properties,INT-va1appin05-1452771499730-1324,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.439233355806
good morning i would like to know how i can redeem reward from my premiers checkings account,INT-sv1appin06-1438088164046-82937,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.01802613952
thx the same to you can i redeem my thank you ppoints to my account,ID1147254082,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.932966564403
i have a problem with a payment to lord  taylor that has not been received by them  i see a message here that the payment was rejected  the amount is 30448,ID1147788395,Billing & Payments,Billing & Payments,1.47698773644
i have tried to contact att about the line t have running outside in my yardwhen i had services first started up t said it would be up to digitsnit weeks it has now been a little over a month and still no one has some to bury the cable t ran just wondering if t had forgotten i have seen stt setting up services in other neighboring houses but still no one has come out to do ts,ID1013289070,Product or Service Quality issues,Product or Service Quality issues,0.72698163053
i am trying to see my rewards for my rewards checking out,INT-sv1appin07-1436818650677-65325,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.67902793932
 would like to book a engineer visit a radiator doesnt work and boiler is faulty,INT-sv1appin07-1452261697141-142555,Scheduling Appointments,Scheduling Appointments,1.03350565698
 on tuesday i was charged an overdraft fee but i had a positive amount on my account yesterday i talked to a represenative but i was disconnected,ID1189138344,Fees and charges,Fees and charges,0.550259892602
 i just  redeemed some reward points when the receipt came up it had my physical address of 411 old montauk ghway eastport ny however i receive mail at my pob,INT-sv1appin06-1436878393891-68201,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.231673383093
how do i categorize a vendor so that payments get categorized,ID1146079430,Billing & Payments,Billing & Payments,1.08297884872
 ts is ronda i transferred my miles from my capital one savings account to my credit card account a few days ago and the miles arent showing up in my total miles,INT-sv1appin07-1436926040090-71380,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.576860386181
 there i tnk my boiler has broken had no heating for 2 days now do i pay any upfront fee for new boiler,INT-sv1appin08-1453202846487-233142,Product or Service Quality issues,Product or Service Quality issues,0.219857554368
could you tell me when ts sofa will be available for delivery please,INT-va1appin08-1437387941313-34396,Product or Service Details,Product or Service Details,0.552114637285
so why do i keep getting charged a monthly service fee then an overdraft fee ts is really very annoying,ID1190337798,Fees and charges,Fees and charges,1.04429880143
 i need to book an engineer but i dont have my customer reference number,INT-sv1appin05-1452700048658-187522,Account Management,Scheduling Appointments,0.633268809088
account information being sent to my email is account number 8510 0397 7706 i have been receiving emails about ts account when u have notng to do with meplease can you helpkind regards paul josefsen,INT-sv1appin07-1452703193229-188020,Complaints,Account Management,0.339029412901
trying to figure out where is my miles earned,INT-sv1appin07-1436835006901-66477,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.899918349892
i am trying to get to my rewards for my bank account,INT-va1appin10-1437845801560-70633,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",0.587751962764
i have just had to phone the emergency number as smelled gas and part connected to boiler started smoking so opened windows and waiting for someone to come out,INT-sv1appin05-1452702022804-187836,Product or Service Quality issues,Product or Service Quality issues,0.845529745559
 sherryi get my myaddons to my laptop from attyahoocom emails also go to my smart phone everytng works well except for spam i get mountains of garbage to my laptop that i have to get rid of through blocking every morning the garbage never makes it to my smart phone dont know why i see the spam folder is filled as well how can i prevent ts garbage from reacng my laptop anybody there,ID1020540773,Product or Service Quality issues,Product or Service Quality issues,0.309867080185
here is the step payment  transfers -> ebills-> select  the payee click on view [bill] from the pop up the error displayed payees have been added in system and worked for long time,ID1189466392,Billing & Payments,Billing & Payments,1.08825787621
need a boiler repair urgently,INT-sv1appin09-1453230948054-236777,Product or Service Quality issues,Product or Service Quality issues,0.873675922142
i would like to access an account i just closed in may or june i was told to close it by citibank because someone had access to my account,ID1184080712,Account Management,Account Management,0.655105909707
" naomi quick question for you im about to order the vaughn chairs and the estimated delivery is between xxxxxx - xxxxxx i travel for business and will need to arrange for someone to be here to meet the delivery am i given notice to arrange the delivery daytime so it just arrives anytime ""okay thanks for your help"" ""thats okay thanks""",INT-sv1appin10-1445199726109-1034,Shipping  & Order Status,Shipping  & Order Status,0.295022622357
 i opened a capitalone bank account i wanted to make sure if my account is still active because ive been waiting for my tax refund ,INT-sv1appin08-1436620250031-56186,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.11618163451
 ruth i am asking about the service charge on 8-18 of 10 i went to the bank in july and had a long internet session grouping my accounts together so no service charges would apply i am still being charged can you fix ts ts is the 3rd time i am having to address ts issue,ID1189900860,Fees and charges,Fees and charges,0.561660894726
 id like to have 3 mos overlimit fees waived pleasemy name is armand fiorenza,ID666733786,Disputes,Fees and charges,0.393797100594
my direct debit failed on the 1st of jan and ive had a letter saying that you will take the payment on the 19th of jansorry 291253,INT-sv1appin07-1452523204948-165417,Billing & Payments,Billing & Payments,0.770007544751
adrian- i am great and hopefully you are doing the same i was just cuirous to see if the miles expire,ID615531398,Warranty & Repairs,"Discounts, Offers, Promotions",0.994012193708
i am trying to access my account info and first my password would not work or i changed it and then ts chat box popped up and would not go away,ID1205516042,Account Management,Account Management,0.871954228856
i just bought a new place and i would like to set up a gas and electricity deal,INT-sv1appin08-1452700539961-187592,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.419023264414
its the dark colour,INT-va1appin10-1437579931967-51364,Ordering Process,Product or Service Details,0.249383815465
i would like to change my mailing address,INT-va1appin09-1437750940513-65847,Account Management,Account Management,1.14548708839
 everytime i input e-mail and password it says some info is incorrect when i know it is correct i am not changing my password again what going on ,INT-sv1appin05-1452615261556-177467,Account Management,Account Management,0.702555419041
apparently there is a hold on my account i need to clear up and i well help,ID1186455715,Account Management,Account Management,0.93634160634
"yesi am very confused i paid two bills that day and only one card is working my wifes my payment was authorized but then \returned\"" on the 5th of october it was not creditted to my account or back to my bank """,ID670407374,Billing & Payments,Billing & Payments,0.564486655328
and i have problem with payment in full i spoken with adviser few weeks ago,INT-sv1appin10-1452694666886-186767,Billing & Payments,Billing & Payments,1.28171019106
how much will you charge me for a wocester,INT-sv1appin05-1453124673562-224732,Purchase Pricing Enquiry,Fees and charges,0.513658305957
i am getting charged 30 service fees to my joint checking account i should not be getting any fees as it is linked to my other accounts,ID1100926516,Fees and charges,Fees and charges,1.08241780627
i need to get act number so that i can pay balance in full,ID670370809,Account Management,Billing & Payments,0.32510735147
 i have an account and want to pay but it says sometng is ,INT-sv1appin05-1452932279611-209229,Billing & Payments,Billing & Payments,0.736168300367
i am trying to set up an online account so that i can top up my gas and electric smart meters  once i have put in my customer no i get a message stating that the information is not recognised what do i need to do,INT-sv1appin05-1452628142980-179815,Account Management,Purchase Pricing Enquiry,0.406446615945
 tring to log in to cap one cc last 4 6371  enter password and it doesnt let me,INT-va1appin05-1437422042136-38030,Account Management,Account Management,1.35542403368
 patsy  how do i create a new online account the account is already created i just need online access,ID1206105632,Account Management,Account Management,1.70696856208
i just purchased quicken 2015 and when i try to download my citi accounts information it says citi is not recognizing my password,ID1206008219,Account Management,Account Management,0.369711457986
angelai was hoping to see if you might be able to help me change my last name on my account,ID635956341,Account Management,Account Management,1.01971609806
 i want to make a payment to another capitalone account from my capitalone bank account,INT-va1appin05-1437141642225-21055,Billing & Payments,Billing & Payments,0.623166501165
my account in credit and i want a credit refund,INT-sv1appin08-1452948025392-209901,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.35673060274
i need to change my address  im a bank employee so i can do it in the branch tomorrow but im trying to redeem my rewards and i dont want the check sent to the wrong address,INT-sv1appin07-1436832353374-66298,"Discounts, Offers, Promotions",Account Management,0.332697293447
" i see you have ""pay bills using your points i have a bout 18000 i tnk so what is the cash equivalent for those points",ID1104096722,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.31519616277
how do i apply furn15 discount code please,INT-va1appin06-1438028994212-79592,Ordering Process,"Discounts, Offers, Promotions",1.29092622904
i have an order number can i give that to you xxxx-xxxx-0014 one item i did get and the lovely ups man decided to plop it right on my mums and destroy them  but my concern is the second item the couch it hasnt been delivered yet says up until the 19th however when i track it the info is that its been in a newark warehouse for almost 2 weeks i havent been contacted for delivery my name michelle franke email xxxxxxx,INT-va1appin08-1445014319381-36788,Shipping  & Order Status,Shipping  & Order Status,0.74774375282
 i have a few questions about the homecare four plan,INT-va1appin07-1452774480329-1108,Purchase Pricing Enquiry,Purchase Pricing Enquiry,0.23943752044
good day to you im ordering for a registry but there is an item that i want for myself can i sp to the registrant and also to myself or should i order seperately ok thanks,INT-sv1appin08-1445186981137-691,Shipping  & Order Status,Shipping  & Order Status,1.0761881501
i am trying t o book an annual service _end_ home care number is 910007287371 _end_ yes,INT-sv1appin06-1451552302340-86685,Scheduling Appointments,Scheduling Appointments,0.382569813681
i was writing because i have two monthly service charges appearing on my statement now and i am not sure where t are from or why i am incurring them,ID1095986704,Fees and charges,Fees and charges,0.283220437537
i want to know how many points i haveand can i apply them toward purchases already made,ID1183361539,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.28630135491
also im only interested in sometng from citibank that gets me aa points so wle thankyou points are nice t wont work for me in ts case,ID1102417107,"Discounts, Offers, Promotions","Discounts, Offers, Promotions",1.48294788653
 trying to log in to my account but had to reset my password  now the screen says my account cant be located,INT-sv1appin06-1452628140509-179823,Account Management,Account Management,1.58860271791
 - rhonda - quick question - do you know off hand the payment percentage 25 3of the outstanding balance,ID663890833,Billing & Payments,Billing & Payments,1.23358473006
 i had an account with you in 2010 i wondered if i was due any refunds after closing the account please _end_ jane boylett 25 lynwood close woking surrey gu21 5tj  _end_ jmboylettgooglemailcom ,INT-va1appin05-1453315753083-6386,"Modifications, Cancellation and Refunds","Modifications, Cancellation and Refunds",1.15812981984
how much for an extended warranty on ts fridge freezer   argos value range asff48145 tall fridge freezer - wte,INT-va1appin09-1437580790293-51472,Product or Service Details,Product or Service Details,1.09990809278
